,var,med
1408,Zm00001d024457,Zm00001d024457
1409,Zm00001d025446,Zm00001d025446
1410,Zm00001d023417,Zm00001d023417
1411,Zm00001d024496,Zm00001d024496
1412,Zm00001d025316,Zm00001d025316
1413,Zm00001d025778,Zm00001d025778
1414,Zm00001d025917,Zm00001d025917
1415,Zm00001d025248,Zm00001d025248
1416,Zm00001d026195,Zm00001d026195
1417,Zm00001d025665,Zm00001d025665
1418,Zm00001d026119,Zm00001d026119
1419,Zm00001d023561,Zm00001d023561
1420,Zm00001d024396,Zm00001d024396
1421,Zm00001d026029,Zm00001d026029
1422,Zm00001d025628,Zm00001d025628
1423,Zm00001d023395,Zm00001d023395
1424,Zm00001d024468,Zm00001d024468
1425,Zm00001d024713,Zm00001d024713
1426,Zm00001d026142,Zm00001d026142
1427,Zm00001d024114,Zm00001d024114
1428,Zm00001d023627,Zm00001d023627
1429,Zm00001d026482,Zm00001d026482
1430,Zm00001d025714,Zm00001d025714
1431,Zm00001d025818,Zm00001d025818
1432,Zm00001d023282,Zm00001d023282
1433,Zm00001d026590,Zm00001d026590
1434,Zm00001d024895,Zm00001d024895
1435,Zm00001d026019,Zm00001d026019
1436,Zm00001d023975,Zm00001d023975
1437,Zm00001d024268,Zm00001d024268
1438,Zm00001d025378,Zm00001d025378
1439,Zm00001d023552,Zm00001d023552
1440,Zm00001d026105,Zm00001d026105
1441,Zm00001d023916,Zm00001d023916
1442,Zm00001d025911,Zm00001d025911
1443,Zm00001d023259,Zm00001d023259
1444,Zm00001d024357,Zm00001d024357
1445,Zm00001d025017,Zm00001d025017
1446,Zm00001d025701,Zm00001d025701
1447,Zm00001d023735,Zm00001d023735
1448,Zm00001d024662,Zm00001d024662
1449,Zm00001d024523,Zm00001d024523
1450,Zm00001d025799,Zm00001d025799
1451,Zm00001d023816,Zm00001d023816
1452,Zm00001d026252,Zm00001d026252
1453,Zm00001d026282,Zm00001d026282
1454,Zm00001d026695,Zm00001d026695
1455,Zm00001d024574,Zm00001d024574
1456,Zm00001d026690,Zm00001d026690
1457,Zm00001d024167,Zm00001d024167
1458,Zm00001d025082,Zm00001d025082
1459,Zm00001d023838,Zm00001d023838
1460,Zm00001d023909,Zm00001d023909
1461,Zm00001d023646,Zm00001d023646
1462,Zm00001d025331,Zm00001d025331
1463,Zm00001d025394,Zm00001d025394
1464,Zm00001d023475,Zm00001d023475
1465,Zm00001d023601,Zm00001d023601
1466,Zm00001d026004,Zm00001d026004
1467,Zm00001d026111,Zm00001d026111
1468,Zm00001d023905,Zm00001d023905
1469,Zm00001d026486,Zm00001d026486
1470,Zm00001d024757,Zm00001d024757
1471,Zm00001d024193,Zm00001d024193
1472,Zm00001d023510,Zm00001d023510
1473,Zm00001d024445,Zm00001d024445
1474,Zm00001d025926,Zm00001d025926
1475,Zm00001d026130,Zm00001d026130
1476,Zm00001d024596,Zm00001d024596
1477,Zm00001d025753,Zm00001d025753
1478,Zm00001d025744,Zm00001d025744
1479,Zm00001d025610,Zm00001d025610
1480,Zm00001d025862,Zm00001d025862
1481,Zm00001d025592,Zm00001d025592
1482,Zm00001d026226,Zm00001d026226
1483,Zm00001d023868,Zm00001d023868
1484,Zm00001d024671,Zm00001d024671
1485,Zm00001d025746,Zm00001d025746
1486,Zm00001d023650,Zm00001d023650
1487,Zm00001d026632,Zm00001d026632
1488,Zm00001d025418,Zm00001d025418
1489,Zm00001d026090,Zm00001d026090
1490,Zm00001d025389,Zm00001d025389
1491,Zm00001d025823,Zm00001d025823
1492,Zm00001d026614,Zm00001d026614
1493,Zm00001d024706,Zm00001d024706
1494,Zm00001d024441,Zm00001d024441
1495,Zm00001d024666,Zm00001d024666
1496,Zm00001d026425,Zm00001d026425
1497,Zm00001d025234,Zm00001d025234
1498,Zm00001d024317,Zm00001d024317
1499,Zm00001d023755,Zm00001d023755
1500,Zm00001d024540,Zm00001d024540
1501,Zm00001d024772,Zm00001d024772
1502,Zm00001d024013,Zm00001d024013
1503,Zm00001d024745,Zm00001d024745
1504,Zm00001d024906,Zm00001d024906
1505,Zm00001d025070,Zm00001d025070
1506,Zm00001d025761,Zm00001d025761
1507,Zm00001d025174,Zm00001d025174
1508,Zm00001d024947,Zm00001d024947
1509,Zm00001d026520,Zm00001d026520
1510,Zm00001d024876,Zm00001d024876
1511,Zm00001d025663,Zm00001d025663
1512,Zm00001d023351,Zm00001d023351
1513,Zm00001d025733,Zm00001d025733
1514,Zm00001d026076,Zm00001d026076
1515,Zm00001d026260,Zm00001d026260
1516,Zm00001d025576,Zm00001d025576
1517,Zm00001d026684,Zm00001d026684
1518,Zm00001d026493,Zm00001d026493
1519,Zm00001d025721,Zm00001d025721
1520,Zm00001d024210,Zm00001d024210
1521,Zm00001d026326,Zm00001d026326
1522,Zm00001d026159,Zm00001d026159
1523,Zm00001d023803,Zm00001d023803
1524,Zm00001d024537,Zm00001d024537
1525,Zm00001d024423,Zm00001d024423
1526,Zm00001d025240,Zm00001d025240
1527,Zm00001d025397,Zm00001d025397
1528,Zm00001d024270,Zm00001d024270
1529,Zm00001d026289,Zm00001d026289
1530,Zm00001d026431,Zm00001d026431
1531,Zm00001d023348,Zm00001d023348
1532,Zm00001d023530,Zm00001d023530
1533,Zm00001d024352,Zm00001d024352
1534,Zm00001d025164,Zm00001d025164
1535,Zm00001d025369,Zm00001d025369
1536,Zm00001d023225,Zm00001d023225
1537,Zm00001d023657,Zm00001d023657
1538,Zm00001d023833,Zm00001d023833
1539,Zm00001d026359,Zm00001d026359
1540,Zm00001d026605,Zm00001d026605
1541,Zm00001d025199,Zm00001d025199
1542,Zm00001d024127,Zm00001d024127
1543,Zm00001d025606,Zm00001d025606
1544,Zm00001d025453,Zm00001d025453
1545,Zm00001d023669,Zm00001d023669
1546,Zm00001d025470,Zm00001d025470
1547,Zm00001d024094,Zm00001d024094
1548,Zm00001d024680,Zm00001d024680
1549,Zm00001d025889,Zm00001d025889
1550,Zm00001d023692,Zm00001d023692
1551,Zm00001d024659,Zm00001d024659
1552,Zm00001d025619,Zm00001d025619
1553,Zm00001d023332,Zm00001d023332
1554,Zm00001d023687,Zm00001d023687
1555,Zm00001d023354,Zm00001d023354
1556,Zm00001d025386,Zm00001d025386
1557,Zm00001d025855,Zm00001d025855
1558,Zm00001d023823,Zm00001d023823
1559,Zm00001d026377,Zm00001d026377
1560,Zm00001d024179,Zm00001d024179
1561,Zm00001d026137,Zm00001d026137
1562,Zm00001d024364,Zm00001d024364
1563,Zm00001d023398,Zm00001d023398
1564,Zm00001d024348,Zm00001d024348
1565,Zm00001d026505,Zm00001d026505
1566,Zm00001d026102,Zm00001d026102
1567,Zm00001d025959,Zm00001d025959
1568,Zm00001d025382,Zm00001d025382
1569,Zm00001d024064,Zm00001d024064
1570,Zm00001d024432,Zm00001d024432
1571,Zm00001d024325,Zm00001d024325
1572,Zm00001d025978,Zm00001d025978
1573,Zm00001d025503,Zm00001d025503
1574,Zm00001d026393,Zm00001d026393
1575,Zm00001d023344,Zm00001d023344
1576,Zm00001d023702,Zm00001d023702
1577,Zm00001d026639,Zm00001d026639
1578,Zm00001d026133,Zm00001d026133
1579,Zm00001d026591,Zm00001d026591
1580,Zm00001d026587,Zm00001d026587
1581,Zm00001d023337,Zm00001d023337
1582,Zm00001d026204,Zm00001d026204
1583,Zm00001d024928,Zm00001d024928
1584,Zm00001d025391,Zm00001d025391
1585,Zm00001d023570,Zm00001d023570
1586,Zm00001d024105,Zm00001d024105
1587,Zm00001d024875,Zm00001d024875
1588,Zm00001d024450,Zm00001d024450
1589,Zm00001d024205,Zm00001d024205
1590,Zm00001d025375,Zm00001d025375
1591,Zm00001d025321,Zm00001d025321
1592,Zm00001d025490,Zm00001d025490
1593,Zm00001d023458,Zm00001d023458
1594,Zm00001d026476,Zm00001d026476
1595,Zm00001d025294,Zm00001d025294
1596,Zm00001d026707,Zm00001d026707
1597,Zm00001d023311,Zm00001d023311
1598,Zm00001d023933,Zm00001d023933
1599,Zm00001d023303,Zm00001d023303
1600,Zm00001d023958,Zm00001d023958
1601,Zm00001d023472,Zm00001d023472
1602,Zm00001d025360,Zm00001d025360
1603,Zm00001d023522,Zm00001d023522
1604,Zm00001d026070,Zm00001d026070
1605,Zm00001d026553,Zm00001d026553
1606,Zm00001d024735,Zm00001d024735
1607,Zm00001d025155,Zm00001d025155
1608,Zm00001d024676,Zm00001d024676
1609,Zm00001d026441,Zm00001d026441
1610,Zm00001d023696,Zm00001d023696
1611,Zm00001d023886,Zm00001d023886
1612,Zm00001d025192,Zm00001d025192
1613,Zm00001d025142,Zm00001d025142
1614,Zm00001d025585,Zm00001d025585
1615,Zm00001d025884,Zm00001d025884
1616,Zm00001d023877,Zm00001d023877
1617,Zm00001d023608,Zm00001d023608
1618,Zm00001d023555,Zm00001d023555
1619,Zm00001d023896,Zm00001d023896
1620,Zm00001d023949,Zm00001d023949
1621,Zm00001d023229,Zm00001d023229
1622,Zm00001d023828,Zm00001d023828
1623,Zm00001d026414,Zm00001d026414
1624,Zm00001d026099,Zm00001d026099
1625,Zm00001d023713,Zm00001d023713
1626,Zm00001d023435,Zm00001d023435
1627,Zm00001d023544,Zm00001d023544
1628,Zm00001d025085,Zm00001d025085
1629,Zm00001d026448,Zm00001d026448
1630,Zm00001d023317,Zm00001d023317
1631,Zm00001d023796,Zm00001d023796
1632,Zm00001d026383,Zm00001d026383
1633,Zm00001d026121,Zm00001d026121
1634,Zm00001d026131,Zm00001d026131
1635,Zm00001d023630,Zm00001d023630
1636,Zm00001d026422,Zm00001d026422
1637,Zm00001d023775,Zm00001d023775
1638,Zm00001d026003,Zm00001d026003
1639,Zm00001d025947,Zm00001d025947
1640,Zm00001d023615,Zm00001d023615
1641,Zm00001d025473,Zm00001d025473
1642,Zm00001d025393,Zm00001d025393
1643,Zm00001d025423,Zm00001d025423
1644,Zm00001d023931,Zm00001d023931
1645,Zm00001d024854,Zm00001d024854
1646,Zm00001d024764,Zm00001d024764
1647,Zm00001d023364,Zm00001d023364
1648,Zm00001d025325,Zm00001d025325
1649,Zm00001d025848,Zm00001d025848
1650,Zm00001d024909,Zm00001d024909
1651,Zm00001d024902,Zm00001d024902
1652,Zm00001d025916,Zm00001d025916
1653,Zm00001d025131,Zm00001d025131
1654,Zm00001d024794,Zm00001d024794
1655,Zm00001d026212,Zm00001d026212
1656,Zm00001d025568,Zm00001d025568
1657,Zm00001d024959,Zm00001d024959
1658,Zm00001d025148,Zm00001d025148
1659,Zm00001d026540,Zm00001d026540
1660,Zm00001d024301,Zm00001d024301
1661,Zm00001d024049,Zm00001d024049
1662,Zm00001d026225,Zm00001d026225
1663,Zm00001d026640,Zm00001d026640
1664,Zm00001d024428,Zm00001d024428
1665,Zm00001d025015,Zm00001d025015
1666,Zm00001d025886,Zm00001d025886
1667,Zm00001d026080,Zm00001d026080
1668,Zm00001d024684,Zm00001d024684
1669,Zm00001d023664,Zm00001d023664
1670,Zm00001d024873,Zm00001d024873
1671,Zm00001d023379,Zm00001d023379
1672,Zm00001d025207,Zm00001d025207
1673,Zm00001d023535,Zm00001d023535
1674,Zm00001d023808,Zm00001d023808
1675,Zm00001d024217,Zm00001d024217
1676,Zm00001d024005,Zm00001d024005
1677,Zm00001d024221,Zm00001d024221
1678,Zm00001d024964,Zm00001d024964
1679,Zm00001d025253,Zm00001d025253
1680,Zm00001d025235,Zm00001d025235
1681,Zm00001d025699,Zm00001d025699
1682,Zm00001d023218,Zm00001d023218
1683,Zm00001d025717,Zm00001d025717
1684,Zm00001d023345,Zm00001d023345
1685,Zm00001d024011,Zm00001d024011
1686,Zm00001d024329,Zm00001d024329
1687,Zm00001d026344,Zm00001d026344
1688,Zm00001d026023,Zm00001d026023
1689,Zm00001d023511,Zm00001d023511
1690,Zm00001d025762,Zm00001d025762
1691,Zm00001d024669,Zm00001d024669
1692,Zm00001d024860,Zm00001d024860
1693,Zm00001d026235,Zm00001d026235
1694,Zm00001d024807,Zm00001d024807
1695,Zm00001d024826,Zm00001d024826
1696,Zm00001d025627,Zm00001d025627
1697,Zm00001d025784,Zm00001d025784
1698,Zm00001d026203,Zm00001d026203
1699,Zm00001d026619,Zm00001d026619
1700,Zm00001d024392,Zm00001d024392
1701,Zm00001d025003,Zm00001d025003
1702,Zm00001d024981,Zm00001d024981
1703,Zm00001d023919,Zm00001d023919
1704,Zm00001d023430,Zm00001d023430
1705,Zm00001d024842,Zm00001d024842
1706,Zm00001d023683,Zm00001d023683
1707,Zm00001d025088,Zm00001d025088
1708,Zm00001d024277,Zm00001d024277
1709,Zm00001d024307,Zm00001d024307
1710,Zm00001d024384,Zm00001d024384
1711,Zm00001d023943,Zm00001d023943
1712,Zm00001d026512,Zm00001d026512
1713,Zm00001d024948,Zm00001d024948
1714,Zm00001d024492,Zm00001d024492
1715,Zm00001d025396,Zm00001d025396
1716,Zm00001d023693,Zm00001d023693
1717,Zm00001d026702,Zm00001d026702
1718,Zm00001d025229,Zm00001d025229
1719,Zm00001d024886,Zm00001d024886
1720,Zm00001d024536,Zm00001d024536
1721,Zm00001d023381,Zm00001d023381
1722,Zm00001d025894,Zm00001d025894
1723,Zm00001d023895,Zm00001d023895
1724,Zm00001d023468,Zm00001d023468
1725,Zm00001d023525,Zm00001d023525
1726,Zm00001d023269,Zm00001d023269
1727,Zm00001d024808,Zm00001d024808
1728,Zm00001d025071,Zm00001d025071
1729,Zm00001d024367,Zm00001d024367
1730,Zm00001d025328,Zm00001d025328
1731,Zm00001d023609,Zm00001d023609
1732,Zm00001d025707,Zm00001d025707
1733,Zm00001d024022,Zm00001d024022
1734,Zm00001d024128,Zm00001d024128
1735,Zm00001d026161,Zm00001d026161
1736,Zm00001d026580,Zm00001d026580
1737,Zm00001d024851,Zm00001d024851
1738,Zm00001d024337,Zm00001d024337
1739,Zm00001d025165,Zm00001d025165
1740,Zm00001d024704,Zm00001d024704
1741,Zm00001d025495,Zm00001d025495
1742,Zm00001d025281,Zm00001d025281
1743,Zm00001d026491,Zm00001d026491
1744,Zm00001d025597,Zm00001d025597
1745,Zm00001d023815,Zm00001d023815
1746,Zm00001d024631,Zm00001d024631
1747,Zm00001d026036,Zm00001d026036
1748,Zm00001d024677,Zm00001d024677
1749,Zm00001d024135,Zm00001d024135
1750,Zm00001d024791,Zm00001d024791
1751,Zm00001d024455,Zm00001d024455
1752,Zm00001d025449,Zm00001d025449
1753,Zm00001d023707,Zm00001d023707
1754,Zm00001d024474,Zm00001d024474
1755,Zm00001d024008,Zm00001d024008
1756,Zm00001d025857,Zm00001d025857
1757,Zm00001d024102,Zm00001d024102
1758,Zm00001d024258,Zm00001d024258
1759,Zm00001d024719,Zm00001d024719
1760,Zm00001d025211,Zm00001d025211
1761,Zm00001d023330,Zm00001d023330
1762,Zm00001d025658,Zm00001d025658
1763,Zm00001d025950,Zm00001d025950
1764,Zm00001d025570,Zm00001d025570
1765,Zm00001d023619,Zm00001d023619
1766,Zm00001d025973,Zm00001d025973
1767,Zm00001d023566,Zm00001d023566
1768,Zm00001d025833,Zm00001d025833
1769,Zm00001d023396,Zm00001d023396
1770,Zm00001d024037,Zm00001d024037
1771,Zm00001d024811,Zm00001d024811
1772,Zm00001d025533,Zm00001d025533
1773,Zm00001d026218,Zm00001d026218
1774,Zm00001d024071,Zm00001d024071
1775,Zm00001d023372,Zm00001d023372
1776,Zm00001d023994,Zm00001d023994
1777,Zm00001d026014,Zm00001d026014
1778,Zm00001d026612,Zm00001d026612
1779,Zm00001d023659,Zm00001d023659
1780,Zm00001d024040,Zm00001d024040
1781,Zm00001d023929,Zm00001d023929
1782,Zm00001d025500,Zm00001d025500
1783,Zm00001d023538,Zm00001d023538
1784,Zm00001d023312,Zm00001d023312
1785,Zm00001d026353,Zm00001d026353
1786,Zm00001d024416,Zm00001d024416
1787,Zm00001d023242,Zm00001d023242
1788,Zm00001d025683,Zm00001d025683
1789,Zm00001d024653,Zm00001d024653
1790,Zm00001d026088,Zm00001d026088
1791,Zm00001d026231,Zm00001d026231
1792,Zm00001d026071,Zm00001d026071
1793,Zm00001d025513,Zm00001d025513
1794,Zm00001d024726,Zm00001d024726
1795,Zm00001d025770,Zm00001d025770
1796,Zm00001d024889,Zm00001d024889
1797,Zm00001d024648,Zm00001d024648
1798,Zm00001d025641,Zm00001d025641
1799,Zm00001d025611,Zm00001d025611
1800,Zm00001d023725,Zm00001d023725
1801,Zm00001d023841,Zm00001d023841
1802,Zm00001d023456,Zm00001d023456
1803,Zm00001d023853,Zm00001d023853
1804,Zm00001d023998,Zm00001d023998
1805,Zm00001d025944,Zm00001d025944
1806,Zm00001d026010,Zm00001d026010
1807,Zm00001d026296,Zm00001d026296
1808,Zm00001d024575,Zm00001d024575
1809,Zm00001d023824,Zm00001d023824
1810,Zm00001d024029,Zm00001d024029
1811,Zm00001d024565,Zm00001d024565
1812,Zm00001d024756,Zm00001d024756
1813,Zm00001d025650,Zm00001d025650
1814,Zm00001d026415,Zm00001d026415
1815,Zm00001d026548,Zm00001d026548
1816,Zm00001d024498,Zm00001d024498
1817,Zm00001d024278,Zm00001d024278
1818,Zm00001d024267,Zm00001d024267
1819,Zm00001d025478,Zm00001d025478
1820,Zm00001d024138,Zm00001d024138
1821,Zm00001d023292,Zm00001d023292
1822,Zm00001d024298,Zm00001d024298
1823,Zm00001d025845,Zm00001d025845
1824,Zm00001d026200,Zm00001d026200
1825,Zm00001d026592,Zm00001d026592
1826,Zm00001d023632,Zm00001d023632
1827,Zm00001d024640,Zm00001d024640
1828,Zm00001d026456,Zm00001d026456
1829,Zm00001d024892,Zm00001d024892
1830,Zm00001d023543,Zm00001d023543
1831,Zm00001d023762,Zm00001d023762
1832,Zm00001d025807,Zm00001d025807
1833,Zm00001d024546,Zm00001d024546
1834,Zm00001d024115,Zm00001d024115
1835,Zm00001d024771,Zm00001d024771
1836,Zm00001d024395,Zm00001d024395
1837,Zm00001d024466,Zm00001d024466
1838,Zm00001d024799,Zm00001d024799
1839,Zm00001d023737,Zm00001d023737
1840,Zm00001d023710,Zm00001d023710
1841,Zm00001d024723,Zm00001d024723
1842,Zm00001d024425,Zm00001d024425
1843,Zm00001d026635,Zm00001d026635
1844,Zm00001d026643,Zm00001d026643
1845,Zm00001d024252,Zm00001d024252
1846,Zm00001d023936,Zm00001d023936
1847,Zm00001d025485,Zm00001d025485
1848,Zm00001d025285,Zm00001d025285
1849,Zm00001d025126,Zm00001d025126
1850,Zm00001d026240,Zm00001d026240
1851,Zm00001d023440,Zm00001d023440
1852,Zm00001d026182,Zm00001d026182
1853,Zm00001d024230,Zm00001d024230
1854,Zm00001d026576,Zm00001d026576
1855,Zm00001d026653,Zm00001d026653
1856,Zm00001d024874,Zm00001d024874
1857,Zm00001d023658,Zm00001d023658
1858,Zm00001d024606,Zm00001d024606
1859,Zm00001d023385,Zm00001d023385
1860,Zm00001d025183,Zm00001d025183
1861,Zm00001d025143,Zm00001d025143
1862,Zm00001d025780,Zm00001d025780
1863,Zm00001d023922,Zm00001d023922
1864,Zm00001d024002,Zm00001d024002
1865,Zm00001d024974,Zm00001d024974
1866,Zm00001d024461,Zm00001d024461
1867,Zm00001d023873,Zm00001d023873
1868,Zm00001d023902,Zm00001d023902
1869,Zm00001d023720,Zm00001d023720
1870,Zm00001d023636,Zm00001d023636
1871,Zm00001d024779,Zm00001d024779
1872,Zm00001d024702,Zm00001d024702
1873,Zm00001d025743,Zm00001d025743
1874,Zm00001d023279,Zm00001d023279
1875,Zm00001d026694,Zm00001d026694
1876,Zm00001d025443,Zm00001d025443
1877,Zm00001d024148,Zm00001d024148
1878,Zm00001d023230,Zm00001d023230
1879,Zm00001d025968,Zm00001d025968
1880,Zm00001d025368,Zm00001d025368
1881,Zm00001d024516,Zm00001d024516
1882,Zm00001d026047,Zm00001d026047
1883,Zm00001d023226,Zm00001d023226
1884,Zm00001d025520,Zm00001d025520
1885,Zm00001d025105,Zm00001d025105
1886,Zm00001d025756,Zm00001d025756
1887,Zm00001d026222,Zm00001d026222
1888,Zm00001d023392,Zm00001d023392
1889,Zm00001d025560,Zm00001d025560
1890,Zm00001d025836,Zm00001d025836
1891,Zm00001d024836,Zm00001d024836
1892,Zm00001d023989,Zm00001d023989
1893,Zm00001d023647,Zm00001d023647
1894,Zm00001d024520,Zm00001d024520
1895,Zm00001d023675,Zm00001d023675
1896,Zm00001d023820,Zm00001d023820
1897,Zm00001d024783,Zm00001d024783
1898,Zm00001d025074,Zm00001d025074
1899,Zm00001d023529,Zm00001d023529
1900,Zm00001d024880,Zm00001d024880
1901,Zm00001d023950,Zm00001d023950
1902,Zm00001d024351,Zm00001d024351
1903,Zm00001d024865,Zm00001d024865
1904,Zm00001d024607,Zm00001d024607
1905,Zm00001d024699,Zm00001d024699
1906,Zm00001d024885,Zm00001d024885
1907,Zm00001d025645,Zm00001d025645
1908,Zm00001d025534,Zm00001d025534
1909,Zm00001d026056,Zm00001d026056
1910,Zm00001d025873,Zm00001d025873
1911,Zm00001d023270,Zm00001d023270
1912,Zm00001d023325,Zm00001d023325
1913,Zm00001d023465,Zm00001d023465
1914,Zm00001d025793,Zm00001d025793
1915,Zm00001d024014,Zm00001d024014
1916,Zm00001d026294,Zm00001d026294
1917,Zm00001d024890,Zm00001d024890
1918,Zm00001d024110,Zm00001d024110
1919,Zm00001d024291,Zm00001d024291
1920,Zm00001d023756,Zm00001d023756
1921,Zm00001d024768,Zm00001d024768
1922,Zm00001d024228,Zm00001d024228
1923,Zm00001d025914,Zm00001d025914
1924,Zm00001d024752,Zm00001d024752
1925,Zm00001d024458,Zm00001d024458
1926,Zm00001d026650,Zm00001d026650
1927,Zm00001d025241,Zm00001d025241
1928,Zm00001d026190,Zm00001d026190
1929,Zm00001d024538,Zm00001d024538
1930,Zm00001d024916,Zm00001d024916
1931,Zm00001d024190,Zm00001d024190
1932,Zm00001d023578,Zm00001d023578
1933,Zm00001d026278,Zm00001d026278
1934,Zm00001d023446,Zm00001d023446
1935,Zm00001d023404,Zm00001d023404
1936,Zm00001d023484,Zm00001d023484
1937,Zm00001d025518,Zm00001d025518
1938,Zm00001d025612,Zm00001d025612
1939,Zm00001d023779,Zm00001d023779
1940,Zm00001d026140,Zm00001d026140
1941,Zm00001d025953,Zm00001d025953
1942,Zm00001d023515,Zm00001d023515
1943,Zm00001d025258,Zm00001d025258
1944,Zm00001d023880,Zm00001d023880
1945,Zm00001d026492,Zm00001d026492
1946,Zm00001d025625,Zm00001d025625
1947,Zm00001d025718,Zm00001d025718
1948,Zm00001d024707,Zm00001d024707
1949,Zm00001d025218,Zm00001d025218
1950,Zm00001d023621,Zm00001d023621
1951,Zm00001d024342,Zm00001d024342
1952,Zm00001d025662,Zm00001d025662
1953,Zm00001d026158,Zm00001d026158
1954,Zm00001d025132,Zm00001d025132
1955,Zm00001d024061,Zm00001d024061
1956,Zm00001d023489,Zm00001d023489
1957,Zm00001d025974,Zm00001d025974
1958,Zm00001d024198,Zm00001d024198
1959,Zm00001d026304,Zm00001d026304
1960,Zm00001d023588,Zm00001d023588
1961,Zm00001d025121,Zm00001d025121
1962,Zm00001d024861,Zm00001d024861
1963,Zm00001d026658,Zm00001d026658
1964,Zm00001d025238,Zm00001d025238
1965,Zm00001d025698,Zm00001d025698
1966,Zm00001d025016,Zm00001d025016
1967,Zm00001d026543,Zm00001d026543
1968,Zm00001d023437,Zm00001d023437
1969,Zm00001d024925,Zm00001d024925
1970,Zm00001d024777,Zm00001d024777
1971,Zm00001d024914,Zm00001d024914
1972,Zm00001d026211,Zm00001d026211
1973,Zm00001d024103,Zm00001d024103
1974,Zm00001d024796,Zm00001d024796
1975,Zm00001d026395,Zm00001d026395
1976,Zm00001d025680,Zm00001d025680
1977,Zm00001d023217,Zm00001d023217
1978,Zm00001d023991,Zm00001d023991
1979,Zm00001d025494,Zm00001d025494
1980,Zm00001d025834,Zm00001d025834
1981,Zm00001d025108,Zm00001d025108
1982,Zm00001d025407,Zm00001d025407
1983,Zm00001d024330,Zm00001d024330
1984,Zm00001d023625,Zm00001d023625
1985,Zm00001d023721,Zm00001d023721
1986,Zm00001d024200,Zm00001d024200
1987,Zm00001d026701,Zm00001d026701
1988,Zm00001d023346,Zm00001d023346
1989,Zm00001d026333,Zm00001d026333
1990,Zm00001d025154,Zm00001d025154
1991,Zm00001d026127,Zm00001d026127
1992,Zm00001d025739,Zm00001d025739
1993,Zm00001d024816,Zm00001d024816
1994,Zm00001d023600,Zm00001d023600
1995,Zm00001d025113,Zm00001d025113
1996,Zm00001d023635,Zm00001d023635
1997,Zm00001d024514,Zm00001d024514
1998,Zm00001d024160,Zm00001d024160
1999,Zm00001d023884,Zm00001d023884
2000,Zm00001d025538,Zm00001d025538
2001,Zm00001d023389,Zm00001d023389
2002,Zm00001d023914,Zm00001d023914
2003,Zm00001d024340,Zm00001d024340
2004,Zm00001d025395,Zm00001d025395
2005,Zm00001d026144,Zm00001d026144
2006,Zm00001d024703,Zm00001d024703
2007,Zm00001d024447,Zm00001d024447
2008,Zm00001d024571,Zm00001d024571
2009,Zm00001d023952,Zm00001d023952
2010,Zm00001d026336,Zm00001d026336
2011,Zm00001d024838,Zm00001d024838
2012,Zm00001d025299,Zm00001d025299
2013,Zm00001d024262,Zm00001d024262
2014,Zm00001d025716,Zm00001d025716
2015,Zm00001d023826,Zm00001d023826
2016,Zm00001d026267,Zm00001d026267
2017,Zm00001d025151,Zm00001d025151
2018,Zm00001d025052,Zm00001d025052
2019,Zm00001d025261,Zm00001d025261
2020,Zm00001d023339,Zm00001d023339
2021,Zm00001d025751,Zm00001d025751
2022,Zm00001d026139,Zm00001d026139
2023,Zm00001d025528,Zm00001d025528
2024,Zm00001d025590,Zm00001d025590
2025,Zm00001d023333,Zm00001d023333
2026,Zm00001d024678,Zm00001d024678
2027,Zm00001d023433,Zm00001d023433
2028,Zm00001d024660,Zm00001d024660
2029,Zm00001d026360,Zm00001d026360
2030,Zm00001d026097,Zm00001d026097
2031,Zm00001d023653,Zm00001d023653
2032,Zm00001d026224,Zm00001d026224
2033,Zm00001d025330,Zm00001d025330
2034,Zm00001d024477,Zm00001d024477
2035,Zm00001d025216,Zm00001d025216
2036,Zm00001d023581,Zm00001d023581
2037,Zm00001d026563,Zm00001d026563
2038,Zm00001d023478,Zm00001d023478
2039,Zm00001d025694,Zm00001d025694
2040,Zm00001d024512,Zm00001d024512
2041,Zm00001d023462,Zm00001d023462
2042,Zm00001d026103,Zm00001d026103
2043,Zm00001d026037,Zm00001d026037
2044,Zm00001d024023,Zm00001d024023
2045,Zm00001d024389,Zm00001d024389
2046,Zm00001d026602,Zm00001d026602
2047,Zm00001d023360,Zm00001d023360
2048,Zm00001d025060,Zm00001d025060
2049,Zm00001d024627,Zm00001d024627
2050,Zm00001d025484,Zm00001d025484
2051,Zm00001d023306,Zm00001d023306
2052,Zm00001d024189,Zm00001d024189
2053,Zm00001d026308,Zm00001d026308
2054,Zm00001d026532,Zm00001d026532
2055,Zm00001d025140,Zm00001d025140
2056,Zm00001d024872,Zm00001d024872
2057,Zm00001d023448,Zm00001d023448
2058,Zm00001d024788,Zm00001d024788
2059,Zm00001d026157,Zm00001d026157
2060,Zm00001d025659,Zm00001d025659
2061,Zm00001d025620,Zm00001d025620
2062,Zm00001d023356,Zm00001d023356
2063,Zm00001d026682,Zm00001d026682
2064,Zm00001d025277,Zm00001d025277
2065,Zm00001d025924,Zm00001d025924
2066,Zm00001d024420,Zm00001d024420
2067,Zm00001d026100,Zm00001d026100
2068,Zm00001d023724,Zm00001d023724
2069,Zm00001d025385,Zm00001d025385
2070,Zm00001d025981,Zm00001d025981
2071,Zm00001d025864,Zm00001d025864
2072,Zm00001d024224,Zm00001d024224
2073,Zm00001d023289,Zm00001d023289
