,var,med
2074,Zm00001d023234,Zm00001d023234
2075,Zm00001d024905,Zm00001d024905
2076,Zm00001d025804,Zm00001d025804
2077,Zm00001d023620,Zm00001d023620
2078,Zm00001d024937,Zm00001d024937
2079,Zm00001d024238,Zm00001d024238
2080,Zm00001d024509,Zm00001d024509
2081,Zm00001d024212,Zm00001d024212
2082,Zm00001d024244,Zm00001d024244
2083,Zm00001d024949,Zm00001d024949
2084,Zm00001d026175,Zm00001d026175
2085,Zm00001d023554,Zm00001d023554
2086,Zm00001d024849,Zm00001d024849
2087,Zm00001d024543,Zm00001d024543
2088,Zm00001d025041,Zm00001d025041
2089,Zm00001d026262,Zm00001d026262
2090,Zm00001d023296,Zm00001d023296
2091,Zm00001d025769,Zm00001d025769
2092,Zm00001d023732,Zm00001d023732
2093,Zm00001d025489,Zm00001d025489
2094,Zm00001d026454,Zm00001d026454
2095,Zm00001d023295,Zm00001d023295
2096,Zm00001d025776,Zm00001d025776
2097,Zm00001d024539,Zm00001d024539
2098,Zm00001d025599,Zm00001d025599
2099,Zm00001d026613,Zm00001d026613
2100,Zm00001d024605,Zm00001d024605
2101,Zm00001d024035,Zm00001d024035
2102,Zm00001d025314,Zm00001d025314
2103,Zm00001d025617,Zm00001d025617
2104,Zm00001d024810,Zm00001d024810
2105,Zm00001d023427,Zm00001d023427
2106,Zm00001d026679,Zm00001d026679
2107,Zm00001d024868,Zm00001d024868
2108,Zm00001d024657,Zm00001d024657
2109,Zm00001d024079,Zm00001d024079
2110,Zm00001d025262,Zm00001d025262
2111,Zm00001d026661,Zm00001d026661
2112,Zm00001d025558,Zm00001d025558
2113,Zm00001d025246,Zm00001d025246
2114,Zm00001d024809,Zm00001d024809
2115,Zm00001d025472,Zm00001d025472
2116,Zm00001d023469,Zm00001d023469
2117,Zm00001d024828,Zm00001d024828
2118,Zm00001d024610,Zm00001d024610
2119,Zm00001d023382,Zm00001d023382
2120,Zm00001d023874,Zm00001d023874
2121,Zm00001d026339,Zm00001d026339
2122,Zm00001d023776,Zm00001d023776
2123,Zm00001d023594,Zm00001d023594
2124,Zm00001d025363,Zm00001d025363
2125,Zm00001d025136,Zm00001d025136
2126,Zm00001d026079,Zm00001d026079
2127,Zm00001d025727,Zm00001d025727
2128,Zm00001d026273,Zm00001d026273
2129,Zm00001d025318,Zm00001d025318
2130,Zm00001d024563,Zm00001d024563
2131,Zm00001d026241,Zm00001d026241
2132,Zm00001d025412,Zm00001d025412
2133,Zm00001d025436,Zm00001d025436
2134,Zm00001d025837,Zm00001d025837
2135,Zm00001d023284,Zm00001d023284
2136,Zm00001d023881,Zm00001d023881
2137,Zm00001d024004,Zm00001d024004
2138,Zm00001d024592,Zm00001d024592
2139,Zm00001d024153,Zm00001d024153
2140,Zm00001d025872,Zm00001d025872
2141,Zm00001d023734,Zm00001d023734
2142,Zm00001d026318,Zm00001d026318
2143,Zm00001d026450,Zm00001d026450
2144,Zm00001d025853,Zm00001d025853
2145,Zm00001d026507,Zm00001d026507
2146,Zm00001d024770,Zm00001d024770
2147,Zm00001d025709,Zm00001d025709
2148,Zm00001d025798,Zm00001d025798
2149,Zm00001d024956,Zm00001d024956
2150,Zm00001d024494,Zm00001d024494
2151,Zm00001d026470,Zm00001d026470
2152,Zm00001d024933,Zm00001d024933
2153,Zm00001d025217,Zm00001d025217
2154,Zm00001d025275,Zm00001d025275
2155,Zm00001d026169,Zm00001d026169
2156,Zm00001d025461,Zm00001d025461
2157,Zm00001d025144,Zm00001d025144
2158,Zm00001d025670,Zm00001d025670
2159,Zm00001d024459,Zm00001d024459
2160,Zm00001d023378,Zm00001d023378
2161,Zm00001d026153,Zm00001d026153
2162,Zm00001d024066,Zm00001d024066
2163,Zm00001d024893,Zm00001d024893
2164,Zm00001d024478,Zm00001d024478
2165,Zm00001d024088,Zm00001d024088
2166,Zm00001d026193,Zm00001d026193
2167,Zm00001d023854,Zm00001d023854
2168,Zm00001d024679,Zm00001d024679
2169,Zm00001d024586,Zm00001d024586
2170,Zm00001d023563,Zm00001d023563
2171,Zm00001d024515,Zm00001d024515
2172,Zm00001d024251,Zm00001d024251
2173,Zm00001d026638,Zm00001d026638
2174,Zm00001d023323,Zm00001d023323
2175,Zm00001d024594,Zm00001d024594
2176,Zm00001d026046,Zm00001d026046
2177,Zm00001d025345,Zm00001d025345
2178,Zm00001d025497,Zm00001d025497
2179,Zm00001d024028,Zm00001d024028
2180,Zm00001d024778,Zm00001d024778
2181,Zm00001d024388,Zm00001d024388
2182,Zm00001d024530,Zm00001d024530
2183,Zm00001d023241,Zm00001d023241
2184,Zm00001d023990,Zm00001d023990
2185,Zm00001d023257,Zm00001d023257
2186,Zm00001d023840,Zm00001d023840
2187,Zm00001d024470,Zm00001d024470
2188,Zm00001d024265,Zm00001d024265
2189,Zm00001d026388,Zm00001d026388
2190,Zm00001d023704,Zm00001d023704
2191,Zm00001d026511,Zm00001d026511
2192,Zm00001d025928,Zm00001d025928
2193,Zm00001d024815,Zm00001d024815
2194,Zm00001d023477,Zm00001d023477
2195,Zm00001d025190,Zm00001d025190
2196,Zm00001d023606,Zm00001d023606
2197,Zm00001d024759,Zm00001d024759
2198,Zm00001d024738,Zm00001d024738
2199,Zm00001d025056,Zm00001d025056
2200,Zm00001d025333,Zm00001d025333
2201,Zm00001d023825,Zm00001d023825
2202,Zm00001d024184,Zm00001d024184
2203,Zm00001d025458,Zm00001d025458
2204,Zm00001d023699,Zm00001d023699
2205,Zm00001d023585,Zm00001d023585
2206,Zm00001d026064,Zm00001d026064
2207,Zm00001d024804,Zm00001d024804
2208,Zm00001d023810,Zm00001d023810
2209,Zm00001d026608,Zm00001d026608
2210,Zm00001d024406,Zm00001d024406
2211,Zm00001d024968,Zm00001d024968
2212,Zm00001d023648,Zm00001d023648
2213,Zm00001d024318,Zm00001d024318
2214,Zm00001d023757,Zm00001d023757
2215,Zm00001d026042,Zm00001d026042
2216,Zm00001d024415,Zm00001d024415
2217,Zm00001d026557,Zm00001d026557
2218,Zm00001d024656,Zm00001d024656
2219,Zm00001d026347,Zm00001d026347
2220,Zm00001d026463,Zm00001d026463
2221,Zm00001d024891,Zm00001d024891
2222,Zm00001d023299,Zm00001d023299
2223,Zm00001d023290,Zm00001d023290
2224,Zm00001d025353,Zm00001d025353
2225,Zm00001d023740,Zm00001d023740
2226,Zm00001d024740,Zm00001d024740
2227,Zm00001d024664,Zm00001d024664
2228,Zm00001d024302,Zm00001d024302
2229,Zm00001d023447,Zm00001d023447
2230,Zm00001d026555,Zm00001d026555
2231,Zm00001d026412,Zm00001d026412
2232,Zm00001d025176,Zm00001d025176
2233,Zm00001d023575,Zm00001d023575
2234,Zm00001d024285,Zm00001d024285
2235,Zm00001d023769,Zm00001d023769
2236,Zm00001d024231,Zm00001d024231
2237,Zm00001d026277,Zm00001d026277
2238,Zm00001d025719,Zm00001d025719
2239,Zm00001d025684,Zm00001d025684
2240,Zm00001d026535,Zm00001d026535
2241,Zm00001d025988,Zm00001d025988
2242,Zm00001d024908,Zm00001d024908
2243,Zm00001d026165,Zm00001d026165
2244,Zm00001d025133,Zm00001d025133
2245,Zm00001d025265,Zm00001d025265
2246,Zm00001d024951,Zm00001d024951
2247,Zm00001d025033,Zm00001d025033
2248,Zm00001d026239,Zm00001d026239
2249,Zm00001d025506,Zm00001d025506
2250,Zm00001d023260,Zm00001d023260
2251,Zm00001d026603,Zm00001d026603
2252,Zm00001d025444,Zm00001d025444
2253,Zm00001d023537,Zm00001d023537
2254,Zm00001d026508,Zm00001d026508
2255,Zm00001d024940,Zm00001d024940
2256,Zm00001d026670,Zm00001d026670
2257,Zm00001d024682,Zm00001d024682
2258,Zm00001d025821,Zm00001d025821
2259,Zm00001d023288,Zm00001d023288
2260,Zm00001d026170,Zm00001d026170
2261,Zm00001d025437,Zm00001d025437
2262,Zm00001d026560,Zm00001d026560
2263,Zm00001d023655,Zm00001d023655
2264,Zm00001d024560,Zm00001d024560
2265,Zm00001d025867,Zm00001d025867
2266,Zm00001d025960,Zm00001d025960
2267,Zm00001d024070,Zm00001d024070
2268,Zm00001d023940,Zm00001d023940
2269,Zm00001d026352,Zm00001d026352
2270,Zm00001d024043,Zm00001d024043
2271,Zm00001d023349,Zm00001d023349
2272,Zm00001d024177,Zm00001d024177
2273,Zm00001d025865,Zm00001d025865
2274,Zm00001d025380,Zm00001d025380
2275,Zm00001d025301,Zm00001d025301
2276,Zm00001d025801,Zm00001d025801
2277,Zm00001d026325,Zm00001d026325
2278,Zm00001d026293,Zm00001d026293
2279,Zm00001d025550,Zm00001d025550
2280,Zm00001d024354,Zm00001d024354
2281,Zm00001d023785,Zm00001d023785
2282,Zm00001d025475,Zm00001d025475
2283,Zm00001d023455,Zm00001d023455
2284,Zm00001d026675,Zm00001d026675
2285,Zm00001d024615,Zm00001d024615
2286,Zm00001d025468,Zm00001d025468
2287,Zm00001d024372,Zm00001d024372
2288,Zm00001d025501,Zm00001d025501
2289,Zm00001d024950,Zm00001d024950
2290,Zm00001d026371,Zm00001d026371
2291,Zm00001d023616,Zm00001d023616
2292,Zm00001d023326,Zm00001d023326
2293,Zm00001d025195,Zm00001d025195
2294,Zm00001d023426,Zm00001d023426
2295,Zm00001d024579,Zm00001d024579
2296,Zm00001d026445,Zm00001d026445
2297,Zm00001d026662,Zm00001d026662
2298,Zm00001d023904,Zm00001d023904
2299,Zm00001d026341,Zm00001d026341
2300,Zm00001d023700,Zm00001d023700
2301,Zm00001d023474,Zm00001d023474
2302,Zm00001d023945,Zm00001d023945
2303,Zm00001d023742,Zm00001d023742
2304,Zm00001d025829,Zm00001d025829
2305,Zm00001d023673,Zm00001d023673
2306,Zm00001d023553,Zm00001d023553
2307,Zm00001d024712,Zm00001d024712
2308,Zm00001d023577,Zm00001d023577
2309,Zm00001d023890,Zm00001d023890
2310,Zm00001d025788,Zm00001d025788
2311,Zm00001d024670,Zm00001d024670
2312,Zm00001d024486,Zm00001d024486
2313,Zm00001d026041,Zm00001d026041
2314,Zm00001d024030,Zm00001d024030
2315,Zm00001d025747,Zm00001d025747
2316,Zm00001d024323,Zm00001d024323
2317,Zm00001d025167,Zm00001d025167
2318,Zm00001d025745,Zm00001d025745
2319,Zm00001d024275,Zm00001d024275
2320,Zm00001d026487,Zm00001d026487
2321,Zm00001d025613,Zm00001d025613
2322,Zm00001d024181,Zm00001d024181
2323,Zm00001d025704,Zm00001d025704
2324,Zm00001d025332,Zm00001d025332
2325,Zm00001d024630,Zm00001d024630
2326,Zm00001d024761,Zm00001d024761
2327,Zm00001d025660,Zm00001d025660
2328,Zm00001d025572,Zm00001d025572
2329,Zm00001d026196,Zm00001d026196
2330,Zm00001d025951,Zm00001d025951
2331,Zm00001d024750,Zm00001d024750
2332,Zm00001d025957,Zm00001d025957
2333,Zm00001d023908,Zm00001d023908
2334,Zm00001d023503,Zm00001d023503
2335,Zm00001d025440,Zm00001d025440
2336,Zm00001d025465,Zm00001d025465
2337,Zm00001d026464,Zm00001d026464
2338,Zm00001d023449,Zm00001d023449
2339,Zm00001d025552,Zm00001d025552
2340,Zm00001d024789,Zm00001d024789
2341,Zm00001d023256,Zm00001d023256
2342,Zm00001d023481,Zm00001d023481
2343,Zm00001d025278,Zm00001d025278
2344,Zm00001d024208,Zm00001d024208
2345,Zm00001d026533,Zm00001d026533
2346,Zm00001d025373,Zm00001d025373
2347,Zm00001d023865,Zm00001d023865
2348,Zm00001d025811,Zm00001d025811
2349,Zm00001d024597,Zm00001d024597
2350,Zm00001d024042,Zm00001d024042
2351,Zm00001d023715,Zm00001d023715
2352,Zm00001d025559,Zm00001d025559
2353,Zm00001d025815,Zm00001d025815
2354,Zm00001d026243,Zm00001d026243
2355,Zm00001d024552,Zm00001d024552
2356,Zm00001d023750,Zm00001d023750
2357,Zm00001d025991,Zm00001d025991
2358,Zm00001d023400,Zm00001d023400
2359,Zm00001d026709,Zm00001d026709
2360,Zm00001d023927,Zm00001d023927
2361,Zm00001d025850,Zm00001d025850
2362,Zm00001d023733,Zm00001d023733
2363,Zm00001d026402,Zm00001d026402
2364,Zm00001d025875,Zm00001d025875
2365,Zm00001d025583,Zm00001d025583
2366,Zm00001d025933,Zm00001d025933
2367,Zm00001d024531,Zm00001d024531
2368,Zm00001d023827,Zm00001d023827
2369,Zm00001d023450,Zm00001d023450
2370,Zm00001d026385,Zm00001d026385
2371,Zm00001d024572,Zm00001d024572
2372,Zm00001d024027,Zm00001d024027
2373,Zm00001d026268,Zm00001d026268
2374,Zm00001d025406,Zm00001d025406
2375,Zm00001d026420,Zm00001d026420
2376,Zm00001d023532,Zm00001d023532
2377,Zm00001d024250,Zm00001d024250
2378,Zm00001d023499,Zm00001d023499
2379,Zm00001d025038,Zm00001d025038
2380,Zm00001d026498,Zm00001d026498
2381,Zm00001d025463,Zm00001d025463
2382,Zm00001d026472,Zm00001d026472
2383,Zm00001d025600,Zm00001d025600
2384,Zm00001d025846,Zm00001d025846
2385,Zm00001d024053,Zm00001d024053
2386,Zm00001d023421,Zm00001d023421
2387,Zm00001d025205,Zm00001d025205
2388,Zm00001d025859,Zm00001d025859
2389,Zm00001d024962,Zm00001d024962
2390,Zm00001d023869,Zm00001d023869
2391,Zm00001d025434,Zm00001d025434
2392,Zm00001d026098,Zm00001d026098
2393,Zm00001d025589,Zm00001d025589
2394,Zm00001d026636,Zm00001d026636
2395,Zm00001d023314,Zm00001d023314
2396,Zm00001d025593,Zm00001d025593
2397,Zm00001d026351,Zm00001d026351
2398,Zm00001d024651,Zm00001d024651
2399,Zm00001d026671,Zm00001d026671
2400,Zm00001d026051,Zm00001d026051
2401,Zm00001d024003,Zm00001d024003
2402,Zm00001d025888,Zm00001d025888
2403,Zm00001d026166,Zm00001d026166
2404,Zm00001d024154,Zm00001d024154
2405,Zm00001d025455,Zm00001d025455
2406,Zm00001d025185,Zm00001d025185
2407,Zm00001d023745,Zm00001d023745
2408,Zm00001d023281,Zm00001d023281
2409,Zm00001d026300,Zm00001d026300
2410,Zm00001d026542,Zm00001d026542
2411,Zm00001d024955,Zm00001d024955
2412,Zm00001d024924,Zm00001d024924
2413,Zm00001d026655,Zm00001d026655
2414,Zm00001d023490,Zm00001d023490
2415,Zm00001d023540,Zm00001d023540
2416,Zm00001d025672,Zm00001d025672
2417,Zm00001d025022,Zm00001d025022
2418,Zm00001d024096,Zm00001d024096
2419,Zm00001d023662,Zm00001d023662
2420,Zm00001d024620,Zm00001d024620
2421,Zm00001d026642,Zm00001d026642
2422,Zm00001d024113,Zm00001d024113
2423,Zm00001d023817,Zm00001d023817
2424,Zm00001d025629,Zm00001d025629
2425,Zm00001d026501,Zm00001d026501
2426,Zm00001d025820,Zm00001d025820
2427,Zm00001d024847,Zm00001d024847
2428,Zm00001d025350,Zm00001d025350
2429,Zm00001d024910,Zm00001d024910
2430,Zm00001d024667,Zm00001d024667
2431,Zm00001d023628,Zm00001d023628
2432,Zm00001d023347,Zm00001d023347
2433,Zm00001d024327,Zm00001d024327
2434,Zm00001d024403,Zm00001d024403
2435,Zm00001d023409,Zm00001d023409
2436,Zm00001d023377,Zm00001d023377
2437,Zm00001d023365,Zm00001d023365
2438,Zm00001d023604,Zm00001d023604
2439,Zm00001d026480,Zm00001d026480
2440,Zm00001d026220,Zm00001d026220
2441,Zm00001d023656,Zm00001d023656
2442,Zm00001d026281,Zm00001d026281
2443,Zm00001d023791,Zm00001d023791
2444,Zm00001d026066,Zm00001d026066
2445,Zm00001d023387,Zm00001d023387
2446,Zm00001d025335,Zm00001d025335
2447,Zm00001d023340,Zm00001d023340
2448,Zm00001d023213,Zm00001d023213
2449,Zm00001d025283,Zm00001d025283
2450,Zm00001d023471,Zm00001d023471
2451,Zm00001d026366,Zm00001d026366
2452,Zm00001d023813,Zm00001d023813
2453,Zm00001d025339,Zm00001d025339
2454,Zm00001d025526,Zm00001d025526
2455,Zm00001d026096,Zm00001d026096
2456,Zm00001d025134,Zm00001d025134
2457,Zm00001d026648,Zm00001d026648
2458,Zm00001d025748,Zm00001d025748
2459,Zm00001d024633,Zm00001d024633
2460,Zm00001d023897,Zm00001d023897
2461,Zm00001d025932,Zm00001d025932
2462,Zm00001d023590,Zm00001d023590
2463,Zm00001d026571,Zm00001d026571
2464,Zm00001d023722,Zm00001d023722
2465,Zm00001d024382,Zm00001d024382
2466,Zm00001d024700,Zm00001d024700
2467,Zm00001d026696,Zm00001d026696
2468,Zm00001d024990,Zm00001d024990
2469,Zm00001d026322,Zm00001d026322
2470,Zm00001d023329,Zm00001d023329
2471,Zm00001d023716,Zm00001d023716
2472,Zm00001d025618,Zm00001d025618
2473,Zm00001d024831,Zm00001d024831
2474,Zm00001d023486,Zm00001d023486
2475,Zm00001d023436,Zm00001d023436
2476,Zm00001d024841,Zm00001d024841
2477,Zm00001d024505,Zm00001d024505
2478,Zm00001d024781,Zm00001d024781
2479,Zm00001d026108,Zm00001d026108
2480,Zm00001d025598,Zm00001d025598
2481,Zm00001d024440,Zm00001d024440
2482,Zm00001d026215,Zm00001d026215
2483,Zm00001d026310,Zm00001d026310
2484,Zm00001d023973,Zm00001d023973
2485,Zm00001d026012,Zm00001d026012
2486,Zm00001d026609,Zm00001d026609
2487,Zm00001d025445,Zm00001d025445
2488,Zm00001d024439,Zm00001d024439
2489,Zm00001d025647,Zm00001d025647
2490,Zm00001d023233,Zm00001d023233
2491,Zm00001d023370,Zm00001d023370
2492,Zm00001d026704,Zm00001d026704
2493,Zm00001d025919,Zm00001d025919
2494,Zm00001d025657,Zm00001d025657
2495,Zm00001d024936,Zm00001d024936
2496,Zm00001d025907,Zm00001d025907
2497,Zm00001d023576,Zm00001d023576
2498,Zm00001d024093,Zm00001d024093
2499,Zm00001d026156,Zm00001d026156
2500,Zm00001d023768,Zm00001d023768
2501,Zm00001d025938,Zm00001d025938
2502,Zm00001d026261,Zm00001d026261
2503,Zm00001d024705,Zm00001d024705
2504,Zm00001d023889,Zm00001d023889
2505,Zm00001d025327,Zm00001d025327
2506,Zm00001d025264,Zm00001d025264
2507,Zm00001d025831,Zm00001d025831
2508,Zm00001d025998,Zm00001d025998
2509,Zm00001d023497,Zm00001d023497
2510,Zm00001d026484,Zm00001d026484
2511,Zm00001d025754,Zm00001d025754
2512,Zm00001d025256,Zm00001d025256
2513,Zm00001d026171,Zm00001d026171
2514,Zm00001d025398,Zm00001d025398
2515,Zm00001d023444,Zm00001d023444
2516,Zm00001d024349,Zm00001d024349
2517,Zm00001d024016,Zm00001d024016
2518,Zm00001d024717,Zm00001d024717
2519,Zm00001d025034,Zm00001d025034
2520,Zm00001d024813,Zm00001d024813
2521,Zm00001d025605,Zm00001d025605
2522,Zm00001d025421,Zm00001d025421
2523,Zm00001d024378,Zm00001d024378
2524,Zm00001d025772,Zm00001d025772
2525,Zm00001d026432,Zm00001d026432
2526,Zm00001d023493,Zm00001d023493
2527,Zm00001d025929,Zm00001d025929
2528,Zm00001d026685,Zm00001d026685
2529,Zm00001d026354,Zm00001d026354
2530,Zm00001d025346,Zm00001d025346
2531,Zm00001d024624,Zm00001d024624
2532,Zm00001d025399,Zm00001d025399
2533,Zm00001d024918,Zm00001d024918
2534,Zm00001d025431,Zm00001d025431
2535,Zm00001d026237,Zm00001d026237
2536,Zm00001d024710,Zm00001d024710
2537,Zm00001d025160,Zm00001d025160
2538,Zm00001d025267,Zm00001d025267
2539,Zm00001d026288,Zm00001d026288
2540,Zm00001d023695,Zm00001d023695
2541,Zm00001d023885,Zm00001d023885
2542,Zm00001d026488,Zm00001d026488
2543,Zm00001d024152,Zm00001d024152
2544,Zm00001d026050,Zm00001d026050
2545,Zm00001d025319,Zm00001d025319
2546,Zm00001d024567,Zm00001d024567
2547,Zm00001d023375,Zm00001d023375
2548,Zm00001d025896,Zm00001d025896
2549,Zm00001d025237,Zm00001d025237
2550,Zm00001d026162,Zm00001d026162
2551,Zm00001d024430,Zm00001d024430
2552,Zm00001d024814,Zm00001d024814
2553,Zm00001d025303,Zm00001d025303
2554,Zm00001d025579,Zm00001d025579
2555,Zm00001d024871,Zm00001d024871
2556,Zm00001d023705,Zm00001d023705
2557,Zm00001d026541,Zm00001d026541
2558,Zm00001d026399,Zm00001d026399
2559,Zm00001d026575,Zm00001d026575
2560,Zm00001d024844,Zm00001d024844
2561,Zm00001d025204,Zm00001d025204
2562,Zm00001d023843,Zm00001d023843
2563,Zm00001d024141,Zm00001d024141
2564,Zm00001d024548,Zm00001d024548
2565,Zm00001d026039,Zm00001d026039
2566,Zm00001d025903,Zm00001d025903
2567,Zm00001d026645,Zm00001d026645
2568,Zm00001d026242,Zm00001d026242
2569,Zm00001d025295,Zm00001d025295
2570,Zm00001d024464,Zm00001d024464
2571,Zm00001d024721,Zm00001d024721
2572,Zm00001d025541,Zm00001d025541
2573,Zm00001d025908,Zm00001d025908
2574,Zm00001d026147,Zm00001d026147
2575,Zm00001d026214,Zm00001d026214
2576,Zm00001d026392,Zm00001d026392
2577,Zm00001d024427,Zm00001d024427
2578,Zm00001d025584,Zm00001d025584
2579,Zm00001d024867,Zm00001d024867
2580,Zm00001d025843,Zm00001d025843
2581,Zm00001d025764,Zm00001d025764
2582,Zm00001d026627,Zm00001d026627
2583,Zm00001d023795,Zm00001d023795
2584,Zm00001d024186,Zm00001d024186
2585,Zm00001d025775,Zm00001d025775
2586,Zm00001d026329,Zm00001d026329
2587,Zm00001d023412,Zm00001d023412
2588,Zm00001d025738,Zm00001d025738
2589,Zm00001d024529,Zm00001d024529
2590,Zm00001d023459,Zm00001d023459
2591,Zm00001d026184,Zm00001d026184
2592,Zm00001d024000,Zm00001d024000
2593,Zm00001d025251,Zm00001d025251
2594,Zm00001d025948,Zm00001d025948
2595,Zm00001d023802,Zm00001d023802
2596,Zm00001d024978,Zm00001d024978
2597,Zm00001d023277,Zm00001d023277
2598,Zm00001d024211,Zm00001d024211
2599,Zm00001d026152,Zm00001d026152
2600,Zm00001d023934,Zm00001d023934
2601,Zm00001d024241,Zm00001d024241
2602,Zm00001d025271,Zm00001d025271
2603,Zm00001d024157,Zm00001d024157
2604,Zm00001d025361,Zm00001d025361
2605,Zm00001d023690,Zm00001d023690
2606,Zm00001d023738,Zm00001d023738
2607,Zm00001d025450,Zm00001d025450
2608,Zm00001d024312,Zm00001d024312
2609,Zm00001d026285,Zm00001d026285
2610,Zm00001d024994,Zm00001d024994
2611,Zm00001d025980,Zm00001d025980
2612,Zm00001d025452,Zm00001d025452
2613,Zm00001d024742,Zm00001d024742
2614,Zm00001d025653,Zm00001d025653
2615,Zm00001d024903,Zm00001d024903
2616,Zm00001d023618,Zm00001d023618
2617,Zm00001d024825,Zm00001d024825
2618,Zm00001d023504,Zm00001d023504
2619,Zm00001d024246,Zm00001d024246
2620,Zm00001d026581,Zm00001d026581
2621,Zm00001d026257,Zm00001d026257
2622,Zm00001d025202,Zm00001d025202
2623,Zm00001d025847,Zm00001d025847
2624,Zm00001d026680,Zm00001d026680
2625,Zm00001d024009,Zm00001d024009
2626,Zm00001d025379,Zm00001d025379
2627,Zm00001d023308,Zm00001d023308
2628,Zm00001d024222,Zm00001d024222
2629,Zm00001d024601,Zm00001d024601
2630,Zm00001d024300,Zm00001d024300
2631,Zm00001d025885,Zm00001d025885
2632,Zm00001d024760,Zm00001d024760
2633,Zm00001d024429,Zm00001d024429
2634,Zm00001d026164,Zm00001d026164
2635,Zm00001d025687,Zm00001d025687
2636,Zm00001d024922,Zm00001d024922
2637,Zm00001d025415,Zm00001d025415
2638,Zm00001d024525,Zm00001d024525
2639,Zm00001d024683,Zm00001d024683
2640,Zm00001d023807,Zm00001d023807
2641,Zm00001d025044,Zm00001d025044
2642,Zm00001d026084,Zm00001d026084
2643,Zm00001d026311,Zm00001d026311
2644,Zm00001d025297,Zm00001d025297
2645,Zm00001d026244,Zm00001d026244
2646,Zm00001d025021,Zm00001d025021
2647,Zm00001d025763,Zm00001d025763
2648,Zm00001d024500,Zm00001d024500
2649,Zm00001d025809,Zm00001d025809
2650,Zm00001d026452,Zm00001d026452
2651,Zm00001d024413,Zm00001d024413
2652,Zm00001d026382,Zm00001d026382
2653,Zm00001d023373,Zm00001d023373
2654,Zm00001d024549,Zm00001d024549
2655,Zm00001d024749,Zm00001d024749
2656,Zm00001d024806,Zm00001d024806
2657,Zm00001d023932,Zm00001d023932
2658,Zm00001d024644,Zm00001d024644
2659,Zm00001d026435,Zm00001d026435
2660,Zm00001d024765,Zm00001d024765
2661,Zm00001d025946,Zm00001d025946
2662,Zm00001d023729,Zm00001d023729
2663,Zm00001d026009,Zm00001d026009
2664,Zm00001d024655,Zm00001d024655
2665,Zm00001d026238,Zm00001d026238
2666,Zm00001d026345,Zm00001d026345
2667,Zm00001d023568,Zm00001d023568
2668,Zm00001d025028,Zm00001d025028
2669,Zm00001d026421,Zm00001d026421
2670,Zm00001d025401,Zm00001d025401
2671,Zm00001d025878,Zm00001d025878
2672,Zm00001d024822,Zm00001d024822
2673,Zm00001d023846,Zm00001d023846
2674,Zm00001d024274,Zm00001d024274
2675,Zm00001d023429,Zm00001d023429
2676,Zm00001d026271,Zm00001d026271
2677,Zm00001d023536,Zm00001d023536
2678,Zm00001d025365,Zm00001d025365
2679,Zm00001d025208,Zm00001d025208
2680,Zm00001d025347,Zm00001d025347
2681,Zm00001d023774,Zm00001d023774
2682,Zm00001d026610,Zm00001d026610
2683,Zm00001d024169,Zm00001d024169
2684,Zm00001d025474,Zm00001d025474
2685,Zm00001d024058,Zm00001d024058
2686,Zm00001d023797,Zm00001d023797
2687,Zm00001d024435,Zm00001d024435
2688,Zm00001d023672,Zm00001d023672
2689,Zm00001d024621,Zm00001d024621
2690,Zm00001d023856,Zm00001d023856
2691,Zm00001d024155,Zm00001d024155
2692,Zm00001d026120,Zm00001d026120
2693,Zm00001d024718,Zm00001d024718
